timestamp_ny,script_timestamp_my,currency,ctousd,bid_price,ask_price,high_price,low_price,unit_ounce,unit_gram,unit_kilo,unit_pennyweight,unit_tola,unit_tael
2025-12-12 19:02:02,2025-12-13 08:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-12 20:02:02,2025-12-13 09:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-12 21:02:02,2025-12-13 10:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-12 22:02:02,2025-12-13 11:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-12 23:02:02,2025-12-13 12:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 00:02:02,2025-12-13 13:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 01:02:02,2025-12-13 14:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 02:02:02,2025-12-13 15:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 03:02:02,2025-12-13 16:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 04:02:02,2025-12-13 17:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 05:02:03,2025-12-13 18:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 06:02:02,2025-12-13 19:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 07:02:03,2025-12-13 20:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 08:02:02,2025-12-13 21:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 09:02:02,2025-12-13 22:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 10:02:02,2025-12-13 23:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 11:02:02,2025-12-14 00:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 12:02:03,2025-12-14 01:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 13:02:03,2025-12-14 02:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 14:02:02,2025-12-14 03:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 15:02:02,2025-12-14 04:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 16:02:02,2025-12-14 05:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 17:02:02,2025-12-14 06:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 18:02:02,2025-12-14 07:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 19:02:02,2025-12-14 08:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 20:02:02,2025-12-14 09:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 21:02:02,2025-12-14 10:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 22:02:02,2025-12-14 11:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-13 23:02:03,2025-12-14 12:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 00:02:02,2025-12-14 13:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 01:02:03,2025-12-14 14:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 02:02:03,2025-12-14 15:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 03:02:02,2025-12-14 16:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 04:02:02,2025-12-14 17:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 05:02:02,2025-12-14 18:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 06:02:02,2025-12-14 19:02:02,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 07:02:03,2025-12-14 20:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
2025-12-14 08:02:03,2025-12-14 21:02:03,GBP,0.74805,3215.64,3217.14,3257.23,3184.30,3215.64,103.39,103386.89,160.79,1205.86,3907.90
